"Data Source","World Development Indicators",

"Last Updated Date","2025-12-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Aruba","ABW","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.294682886723254","0.273892774307692","0.309437864417741","0.313901342551121","0.101522842639594","0.117408906882591","0.12035010940919","0.0972827910097286","0.0353437094682231","0.0578503524696731","0.0704047359115412","0.0677734430617652","0.0133917834575945","0.0646656328424114","0.0347389864417031","0.0419537318079731","0.194033855360905","0.237767080224185","0.354385742317814","0.202643980255645","0.201195823259423","0.18584886898146","2.13159668485519","2.10072203608661","1.81038776710137","1.76577540713876","1.81541773209796","1.12692857436316","1.02383854741726","1.41554458571917","1.24425014179282","1.15159737684148","1.01608886441587","0.893829398919622",
"Africa Eastern and Southern","AFE","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","0.500621760221765","0.459558351932847","0.577852590586962","0.641114616190986","0.742873387676364","0.993492980277157","1.06950771477696","1.05227896949803","1.03602414085994","0.810695241715359","0.950537792099712","0.894057141532763","0.989579808066386","0.770652978450448","0.711601756805735","0.913791910690892","0.821011007386313","0.909916696011915","0.852492308812784","0.720256893937461","0.967969052184525","1.09589302674126","1.14966320023038","1.09347223990783","0.891904316380941","1.04777168152755","0.924912130053477","0.954128497530756","0.746946339916146","0.77401297527428","0.810409993004181","0.810840429343432","0.927144414866781","0.92966777887042","1.00398495894229","1.00390376536864","0.993269811413686","1.0723032353655","1.21809722192804","1.11135419006917","1.18289823012983","1.33100517043294","1.38808669944176","1.45314763700457","1.5455714797353","1.68412243186612","1.82585068286044","1.68763948247491",
"Afghanistan","AFG","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.885723661387124","1.13316233567863","2.38515836845792","1.0059846865258","1.10218743514509","1.72321110990224","1.23611373619901","1.82199581344675","3.46484306572226","4.38709328246437","4.45098621835989","4.40742759471936","3.95329685319887","2.24403998810715","2.20731611347931","1.8656461200228","",
"Africa Western and Central","AFW","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","0.427408113661359","0.476667494071517","0.426208396336947","0.474012177994295","0.225463632896251","0.19989138848703","0.267725279465642","0.281833337184451","0.360484761791122","0.511143494256744","0.522780457012983","0.574914699196045","0.615967971356459","0.584178797809632","0.582343865397185","0.702847434356365","1.17593731097761","0.896755739314531","0.505913142313854","0.418265151863251","0.469361538374264","0.405021502251962","1.55638304540706","1.61667626439597","1.45553074379515","1.32905241143592","1.32102449216601","1.67109186364051","5.66162721703511","5.29491769810287","4.78477493922056","4.26976603507786","4.55057828267671","4.19306040420134","4.2901514787651","3.9643431829472","3.52967077635124","3.39762051230762","4.20484507579547","4.34730806774242","4.93746795154695","4.827821198906","3.56138381418131","3.17053219123929","3.12382797069848","3.23450790261635","3.78617215145739","5.24705268460074",
"Angola","AGO","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0683193199703648","","","","","","","","","","","","0.0830890173432096","0.000198712626450502","0.0188096456129911","0.000163081190047385","0.028103389897302","0.0246144391412399","0.0201832176129637","0.01083906677852","0.00666026211302684","0.00168078613949858","0.00176426974895496","0.00426766316137834","0.0136834575473168","0.0158763470925451","0.0106739240124738","0.0112595136943061","0.0505345581578213",
"Albania","ALB","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.2759615337456","28.0094210219427","16.3268486067455","14.7086523433297","17.0320712619599","13.0925773880382","19.3873379752822","12.3997336340514","16.6770344143812","17.2281095910701","16.2473863481927","15.3187296457995","15.670684644424","15.6201731609198","14.8567088699863","13.2052550548158","14.0708275191369","13.9247890307559","13.1267801276088","11.963216583924","11.5932923255515","10.0167971204892","10.6872215602712","11.2540904144104","10.8936962925845","9.89437224407924","9.48151283244675","9.45012315653745","9.61841800746962","9.52948598024897","9.17717025231113","8.66778018906039","8.40939322766939",
"Andorra","AND","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.669148686591305","1.64013432676391","1.59419633502347","1.31863050475322","1.27540334966827","1.29549313910818",
"Arab World","ARB","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.57124070411997","2.38061740902098","2.6286168493954","2.39227284299783","2.47865628661038","2.33281486643365","1.90077622298891","2.04879091628196","2.02688578257585","2.22628728317741","2.36208121060186","2.37882336061564","2.71043369898194","2.45316941187567","2.37321022438199","2.77797124697672","2.69479884425838","2.14200711428406","1.68586484681734","1.68105964107084",
"United Arab Emirates","ARE","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.359500450678101","0.325377524202418",
"Argentina","ARG","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","0.0291972596105791","0.0606477798448147","0.0727632539285346","0.053382925314063","0.0332117597743446","0.026928486758215","0.0273702995664795","0.0306292987747408","0.0302250711965358","0.0312468737901249","0.0238631449285952","0.0346601768004971","0.0161581685623613","0.0100780109769259","0.00673138932607845","0.0243725533357484","0.0242386581455873","0.0246481295421978","0.0238839095020297","0.0224340040770473","0.0229136648232595","0.0226789361004222","0.030380900529948","0.0705628184933387","0.211442420500352","0.214300874545602","0.189350126740114","0.217417890692876","0.232474118424109","0.210933764847302","0.195029381449765","0.188764794272549","0.152091367663287","0.131541807279184","0.105778682207302","0.0969166746867397","0.0960152008279333","0.0831331023452092","0.0702343224152265","0.0745674778829442","0.0995468179872308","0.125380809015097","0.168011924038753","0.185543785281081","0.166635693990481","0.15535734613336","0.163599877828893",
