"Data Source","WDI Database Archives",

"Last Updated Date","2025-10-29",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Liberia","LBR","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","31000","","1860","","","","","","48050","","","","","","2790","8060","5580","7750","5270","2480","7750","","","10204896","15315668","12737297","13449102","13446955","14211172","10787225","10787225","7762982","6133063","7274946","3807527","1668908","1098055","1715484","1077787","1042600","687969","2375080","11289474","5536046","4046931","2855684","2336010","1081871","511014","373413","271451","197232","147042","8060","8148","","",
"Libya","LBY","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120808","211960","445078","867482","949822","1182575","1179666","1292576","1306442","1306736","1332544","1338334","1314002","292720","421848","684726","891340","760577","891422","593460","1942636","2069336","595520","530602","430042","360492","156108","99786","56538","28704","12859","","",
"St. Lucia","LCA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","380","","","","","","","","","","0","","0","0","114","106","380","129","33","30","","20","4","","","","","","",
"Latin America & Caribbean (all income levels)","LCN","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117639027","87314111","86389254","12276587","10685485","9197619","8664359","8153266","6423670","6027817","3745761","3636791","4004184","3751597","3543551","3695496","3972082","51988444","34321303","36003339","35884592","32860865","31975252","28642974","22880368","20930213","18363434","11588538","8845661","8511820","7414614","4845834","3860506","3555412","","",
"Least developed countries: UN classification","LDC","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","525754215","458976017","483725360","546845920","623805046","580225824","410641314","326742259","318400279","337180646","343352241","298939253","306288597","274855806","262096651","242548057","228018103","212745821","189958544","188184931","187672686","200946645","212812677","206826405","258219720","259374892","276367960","308677595","274369748","217988124","161175486","126411840","91400205","53943323","","",
"Low income","LIC","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","435336162","384882847","409286436","449261152","524725791","506077620","371605820","288447856","277926624","292119701","299800382","265510045","265170680","251250325","243076490","223919512","241161682","259556630","224384001","214686559","213932451","218368200","212435755","192286396","245302553","243178818","257646939","259949863","233312058","192898025","142408189","111601253","80890576","48098407","","",
"Liechtenstein","LIE","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7960","15595","14166","16432","16132","16338","29361","29011","8923","8854","8646","8086","8599","7341","7591","9476","9152","7394","6826","4139","3246","2394","6812","4179","","",
"Other low-income","LIO","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income, excluding China and India","LIX","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1530","2142","1938","1304","1612","1411","2661","3010","2173","1612","1718","2842","3116","6985","11424","17324","18826","27500","24849","21439","16513","9209","10958","37721","50083","34289","37720","32676","34361","24222","16326","6552","2639","","",
"Lower middle income","LMC","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","784379852.637","739419675.704","644045180.771","608271445.838","580762635.905","619042766.972","578800294.226448","576565991.438","577825252.288","595051646.655","697493879.891","710056191.394","595296355.589","563055582.92","571046659.952","539779266.851","575961207.266","702386557.901","651426915.123","642290251","648776776","568483512","539245699","505778659","511764015","456935328","414836318","368380928","338809328","281541735","222460374","181809013","158386052","83901524","","",
"Low & middle income","LMY","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1801514888.637","1705298519.704","1690151009.771","1541715814.838","1555023659.905","1592684858.972","1424388626.59701","1340824824.438","1325248245.288","1357568855.655","1449356259.891","1421225556.394","1259406989.589","1173508228.92","1181888613.952","1114457155.851","1208296864.266","1393189830.901","1296294638.123","1283768718","1283805201","1146685233","1124234619","1124054147","1285761232","1231842378","1136712762","1030148054","930675739","745191724","547388763","420868801","348156188","192795757","","",
"Low-income Africa","LSA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","2170","5890","1860","5580","5890","5890","27900","35030","30690","21390","310000","356500","356500","356500","367350","356500","356500","124000","131130","131688","21766","22440","11934","6120","6125","","","","","75","0","4214","0","0","","","","","","0","0","3116","2825","2249","3225","1984","2497","2455","2306","4727","6564","5328","3263","2233","","",
"Late-demographic dividend","LTE","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62827514","55876849","106447924","103808119","99516541","101673862","114776167","116562604","115404010","110310245","90954093","87281678","85196804","80059236","79691452","74668863","72463337","71323204","71520131","70370383","68117954","67325070","74563593","123201931","155626002","152662081","133242790","103074011","88874768","69632513","51851598","37331946","58850068","34593790","","",
"Lithuania","LTU","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","625","3540","4558","6133","32078","41193","44994","51789","57100","56038","70876","76540","78414","77243","72341","73164","69678","74518","69983","67903","72242","71001","60134","45330","33840","879294","561575","","",
"Luxembourg","LUX","Refugee population by country or territory of asylum","SM.POP.REFG","58900","58900","58900","58900","","","","","","","","","","","","","","","","","","","","","","","","","","","70074","70584","225216","22950","31800","78400","78400","78400","78400","78400","85174","134506","134506","134506","174940","196688","233812","281874","317118","319770","312384","251240","244440","106438","81465","84442","115255","92545","83080","84132","124122","108198","155376","96145","","",
"Latvia","LVA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150","625","700","775","700","1811","1135","1113","2173","2896","3109","4164","6280","8143","10128","11819","13077","12847","19350","29813","27284","21959","15468","12690","507715","320327","","",
"Macao SAR, China","MAC","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","2480000","2480000","2286870","2294000","2170000","2015000","2046000","2170000","2480000","","","","","","26350","108190","90520","37200","30070","24800","22630","21700","18600","15500","13640","13082","20910","11832","1530","1020","958","868","","","","","","","","","","","","","","594","0","57","0","","0","0","","","","","","","","","","",
"St. Martin (French part)","MAF","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Refugee population by country or territory of asylum","SM.POP.REFG","83700","89900","89900","99200","93000","73160","67580","93000","45880","44640","44640","44330","42780","26660","19220","15810","11160","15500","15500","15500","10540","15500","15810","16740","24800","26660","24800","24800","24800","9393","31722","32844","32538","34272","35632","5823","5441","6097","100906","100906","235812","234288","238122","237404","173334","23297","53058","80755","78194","76620","76218","64768","62527","111348","89643","249833","271294","215963","243292","219214","166056","130896","102791","58065","","",
"Monaco","MCO","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3256","3108","2584","2442","2048","1669","1150","1025","726","528","306","221","119","","",
"Moldova","MDA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","930","7624","17881","19447","11257","6256","8981","17098","15261","14689","13649","13712","12383","15261","18597","24418","28172","23803","17686","16859","13773","9900","6282","1369862","846629","","",
"Madagascar","MDG","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7726","","","","","3028","5800","3664","0","0","","","","","","0","0","668","632","881","814","516","1344","1719","1649","3735","2778","2970","1547","343","","",
"Maldives","MDV","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (all income levels)","MEA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","680394766","712732601","705065446","558169773","547461645","560906088","568295294","572662471","579491685","581372330","603538561","633548979","597118419","566821950","582602335","581667440","707432056","806251037","782962574","767763875","755935438","645907827","615625267","630116952","657366480","552842524","510258361","417409280","375548414","303460891","214765332","161331732","151274318","83438754","","",
"Mexico","MEX","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","93000","93000","93000","124000","108500","","","124000","155000","178870","1364000","4650000","5200250","5270000","5425000","5425000","5428100","5489790","11048400","11051717","36352800","36737340","36821082","5352499","5020280","4336242","3871854","3573172","3164027","2745031","2066737","1731057","1451613","680293","477341","348089","351428","166029","107083","121645","132959","146646","127091","138629","135411","186483","352231","413228","677920","941093","1090626","1322064","1242527","873488","","",
"Marshall Islands","MHL","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1365903386.637","1320141246.704","1280990014.771","1092281884.838","1029916649.905","1086240718.972","1052385313.59701","1051907334.438","1046778336.288","1064991268.655","1149068758.891","1155235780.394","993721997.589","921754404.92","938278481.952","889973304.851","965859899.266","1131525925.901","1070142045.123","1067346060","1068144256","926824199","910548670","930838704","1039441624","979292306","878255227","769378197","696542525","551470094","404253256","308612528","267265612","144697350","","",
"North Macedonia","MKD","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3264000","3208104","1578442","1013588","570014","392000","190400","2374400","1013738","488767","315305","21576","110393","137665","131249","127139","170513","152627","134177","99409","90437","74570","62559","44740","36128","18969","16923","11680","7338","5256","53265","132286","","",
"Mali","MLI","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","1860","","","","","","","","","","","","","","","1550","1550","1550","1550","1367922","1338240","1337118","1552848","1674800","2006536","2042064","1406012","1522864","929812","942092","945014","1018608","1121005","1238336","1213001","1122039","947875","976832","1340076","1301382","1374726","1170014","1088047","1124368","1018564","998100","783656","1088068","880172","1137150","899550","788281","465101","","",
"Malta","MLT","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51510","45323","46350","40932","37959","33021","30466","21351","19785","34486","100239","171641","209349","254901","309093","441771","589421","589273","611652","692646","752670","451030","452583","452302","367049","351739","293970","220272","168030","144274","82068","","",
"Myanmar","MMR","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","0","0","0","","0","0","","","","","","","","","","",
"Middle East & North Africa","MNA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","699880167.637","721012406.704","713329188.771","563453368.838","563538430.905","612868354.972","610821294.597014","625349244.438","632409201.288","633849851.655","657083152.891","664879315.394","622970886.589","588536210.92","602804965.952","598495119.851","730575536.266","808473946.901","775549156.123","765318260","752747913","641544620","610658083","625580687","654296913","550201857","507848159","415752163","374318449","302536190","214424910","161085456","151071661","83325529","","",
"Montenegro","MNE","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","501","480","","","27","45","27","","","","","","","36","","734052","878325","2523520","2377819","1570913","1132819","940477","644021","477971","113065","55350","36449","29827","21567","4044","3150","421694","453131","","",
"Mongolia","MNG","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","510","510","1122","1089","1152","57","367","653","413","638","430","155","225","12","60","","130","70","","",
"Northern Mariana Islands","MNP","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","1381670","930000","1316260","3100000","4650000","3100","3100","4030","27900","25420","22010","20460","12400","12090","12400","42840","42840","30498","20604","33845","14290","22250","8079","5981","24529","23131","23131","23131","34724","68252","211061","271223","284817","322409","350812","391237","358797","369339","337758","335602","359870","265911","224146","201280","155519","114168","86346","64896","36064","","",
"Mauritania","MRT","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","1550","","465000","6120000","3590400","3825000","5257896","8716154","3852082","1778547","841217","2816","24816","39400","40968","45133","53310","52138","67973","81771","3138356","2758027","2652519","2564584","2335080","6761788","7050274","5336786","4953092","4226046","3561157","3410596","2801731","2246754","1834956","1312753","787843","","",
"Martinique","MTQ","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4638","0","1504","0","0","","","","","","0","0","0","0","","0","0","","155","636","660","480","180","","35","","",
"Malawi","MWI","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","3100000","12450840","19472123","25497593","94525950","100144824","107966796","72787852","9565644","113948","142117","31378","139146","190152","436800","694400","242860","358798","405092","457791","417786","301596","425819","538640","550978","555042","549758","440434","434583","577185","535092","412942","565093","464869","357438","387522","457106","246407","","",
"Malaysia","MYS","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","2976000","4388980","3871280","3225240","3200750","3076440","3431700","3380860","3264610","3069000","3082020","3241143","3424942","1515924","1422594","1162698","15429","562346","591259","594450","591742","5668363","5657594","5654292","5652026","5668554","831322","2739375","3638593","3939768","3363785","3740336","6547235","7825598","7627703","7575168","7410673","7350798","6026415","5258219","4775827","4973475","4260417","3117780","2377548","1749202","951104","","",
"Mayotte","MYT","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North America","NAC","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61345152","67110297","74839716","79017977","80125769","75990132","73054145","67523066","64026266","63156300","62885684","63217577","60281455","57392358","55098866","51597551","97540032","44779788","44411026","43597357","41289579","37378737","35764754","31800484","30395888","25363518","21105499","18026188","17521133","14634574","10801950","8447472","6547840","4050550","","",
"Namibia","NAM","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13872","17442","59639","121279","188359","246638","280907","427636","846535","3053598","3459221","2425044","2217600","1578839","572818","578876","671957","693343","709044","696229","532343","151766","177170","130696","110951","99729","100297","98214","105018","85932","67194","60905","36099","","",
"New Caledonia","NCL","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","46500","","","","","","","","","","","","","80784","141270","377298","1702398","1597420","3093510","2894377","826154","413426","39400","6699","9234","33176","36783","37602","32380","33379","32807","32516","32206","30175","26545","4242809","4382112","5759296","7982020","9467078","7623384","7191983","5939919","5599122","4499010","3318991","1889972","","",
"Nigeria","NGA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","1550","9300","11470","12400","3100000","2776670","162440","143220","141670","182280","147560","158100","160363","117211","364242","364446","487764","492248","638741","909148","950496","1016066","759502","777257","814391","806431","823888","1027328","923470","973914","929319","871513","1032741","903635","839619","774835","264843","128558","91624","89032","77389","87710","1423917","1787199","1585494","1388376","1186575","489580","","",
"Nicaragua","NIC","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","1550","","","","","","","","127100","660920","737800","573500","573500","535370","256680","279000","496000","471510","1632000","1523166","1473900","575555","33268","64722","62562","52137","53091","52866","36990","36217","36279","33600","32028","24253","20974","18906","14839","11725","5989","7382","10681","14209","20503","20965","18615","14812","13211","10636","7554","5634","4056","2177","","",
"Netherlands","NLD","Refugee population by country or territory of asylum","SM.POP.REFG","372000","310000","310000","294500","294500","279000","263500","248000","248000","248000","264244","266600","273730","260400","248465","243350","244900","248000","248000","310000","372000","403000","434000","449500","465000","480500","496000","744000","804853","526101","1768374","1940040","3032820","4440349","6588925","8955339","11489443","13223632","14726641","15540515","16372054","17015549","16616289","15779017","13948127","12763929","10660669","8918133","7914859","7524420","7195853","6564283","6039860","5677515","6104215","5665746","5798419","4776403","4174914","3115787","2199612","1792530","2972318","1664369","","",
"High income: nonOECD","NOC","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","447098","2936920","16629297","11929703","8451379","7951359","11219993","7516781","4007194","3081626","1815428","11908272","11376148","11027747","10549169","10057866","9529387","11469953","11297645","1920385","1894143","1804777","1764820","1629066","1561674","","","","","","","","","","","",
"Norway","NOR","Refugee population by country or territory of asylum","SM.POP.REFG","93000","93000","93000","93000","","","","","","","62000","93000","93000","93000","93000","93000","31000","186000","186000","186000","186000","186000","186000","310000","310000","365800","409200","465000","339512","573500","1997262","2963508","3044292","3914250","4729414","5331962","5421774","5306467","5076985","4967018","5341855","5614042","5647911","5164112","4844411","4646947","4592821","3555031","3681527","3744154","3864495","3580188","3596521","3503498","3480624","3224524","3391674","2723530","2337384","1778118","1192032","828756","979043","725242","","",
"Nepal","NPL","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","217000","217000","217000","222580","239630","247690","249860","245830","248000","248000","251100","254200","257300","260400","263500","266600","269700","272800","303800","334800","365800","396800","427800","458800","489800","522350","1815600","2888538","9715602","10744946","12986691","13972531","14203199","14465793","14123399","14329182","14474309","14665670","14832572","13850687","13741720","13654820","13586557","13460069","12732678","10737515","8621444","6393459","4726145","3519118","2848260","2090750","1439138","987482","853004","645818","469380","352332","254280","137074","","",
"Nauru","NRU","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24803","32446","28706","44044","39504","24931","25836","17154","585","","","",
"New Zealand","NZL","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","93000","62000","62000","62000","","","","","","","","310000","310000","310000","328600","328600","328600","139500","142600","136400","130200","128650","144646","475932","1709520","1765620","402084","388816","421316","424370","408362","458944","537631","551154","589301","645055","650021","588204","572849","519144","281405","276598","325487","221193","169634","127025","106163","99609","84824","79791","66565","63535","65578","42312","32292","23283","12859","","",
"High income: OECD","OEC","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72229486","74535590","95160209","104758711","119183032.5","133090759.5","134630117","122857892","113698144.5","114993575.5","108094875.5","109663025","114401568","110758978.269376","100057424.0633","86635410.6347283","96777828.680837","66983036.780837","66028945.780837","61087142","54518455","38343314","30791114","12566440","9790446","","","","","","","","","","","",
"OECD members","OED","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","256592443","258515088","317004245","310488752","315728312","303300479","305301442","278035018","257129979","259499961","247848152","249185181","257198698","248462169","235339135","213568737","250934774","189297999","192521818","195068568","188793958","168991750","184940261","164023778","238774317","287015871","303368648","292808323","279582704","230601563","171496404","134801182","145822079","83302051","","",
"Oman","OMN","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","742","728","714","714","714","2574","7488","7304","11592","10488","11143","15649","18027","14168","12690","10162","7392","5310","3835","2100","","",
"Other small states","OSS","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11543898","13818855","9035976","9617848","5526159","4664842","4519287","4500466","4256958","6272260","8049665","7713380","6925117","6955919","5706933","3884910","5009863","5127084","7017459","7031615","6577054","5905636","5197719","4750727","4440771","3447876","3193338","2702460","2150587","1742727","1334334","1068394","1887585","1335285","","",
"Pakistan","PAK","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","12400000","44275130","73635230","89201880","89942160","77500000","84705640","89345100","97929000","100984887","101547165","332109450","316188882","166180236","150885132","111876130","134679238","134702718","134706033","134675892","134625630","224164150","246265127","137472234","125921295","141347446","117146821","110713186","209562259","181655370","172330327","182459554","149837538","137630180","122854470","111408726","99914213","77095542","64084072","57564438","46846688","34534650","26839260","22669205","13917617","","",
"Panama","PAN","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","4030","","35650","","","15500","32550","33170","102920","46500","56420","46500","46500","37200","39370","49600","61752","44981","137700","93228","102714","98328","103024","97242","97149","69448","132829","147680","146812","164891","176030","161391","176476","186317","195293","1739277","1724909","1675191","1638791","1518653","1463571","1342075","1127589","1108050","987754","110507","102711","83730","61908","45756","33488","19068","","",
"Peru","PER","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","46500","46500","48050","","142600","18600","13640","37200","34100","194680","45260","46500","37200","18600","17360","21700","18600","19840","20274","21421","73848","69666","65280","75214","69765","68280","74274","84014","48110","78550","76971","76496","76829","80100","84117","90989","96088","102056","109185","109196","109489","100238","93566","87258","95554","94178","92290","81798","102976","94108","102858","104220","85059","46984","","",
"Philippines","PHL","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","21390","29140","40300","164300","164300","629300","722610","472440","585590","566370","526690","428730","408270","654379","826181","2025720","915144","685613","252623","70887","87541","77240","34631","34238","19036","19785","14972","12549","12099","11711","10260","10476","10788","10453","9343","23173","10783","11844","13708","16149","16751","22474","23102","25981","22460","17226","14418","11128","6538","","",
"Palau","PLW","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1089","0","57","53","45","43","0","15","","","","","","","","","",
"Papua New Guinea","PNG","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","31000","31000","31000","4650","68200","38130","339450","364250","349990","298220","286471","239692","724098","621996","681972","782340","896862","1075275","1139785","918188","918188","593356","656767","553226","553226","839026","838831","1079958","1079435","1030213","1020581","960628","931039","825207","788017","712573","657713","608423","543258","460828","410942","320052","258864","213102","136812","73661","","",
"Poland","POL","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56100","277338","82620","41646","67200","67200","93390","100495","105177","113881","146290","178071","205062","275246","496627","719656","1034710","1302545","1516029","1492722","1394133","1336090","1248978","1164493","899912","668816","561825","512405","417744","66744","87750","12624677","6800346","","",
"Pre-demographic dividend","PRE","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","285339655","265138102","288042204","322184643","375974014","327975133","234680819","185482021","180699093","192123182","200466367","181106929","181277615","160961548","155120342","145757846","136997091","130468153","120291625","115532040","119704578","142944379","150273753","165120348","213367384","246405174","253617489","253305192","229264510","190273982","142948182","114639048","82538239","48886397","","",
"Puerto Rico","PRI","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dem. People's Rep. Korea","PRK","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","4650","","232500","232500","235600","235600","235600","235600","21700","18600","21700","24800","24800","24459","20367","88434","101796","181356","61200","26296","27988","34127","35375","37504","42782","47831","49939","51830","46624","41283","39104","34825","36189","40796","38325","36368","35625","40262","45386","51881","53452","67188","73724","87390","78399","57960","47718","777101","439649","","",
"Paraguay","PRY","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","124000","46500","46500","43400","","35960","","","46500","46500","37200","24800","24800","1550","1550","","2480","1860","1550","1550","1550","6732","6732","4590","5242","6360","6880","6118","5113","3364","2085","2204","2204","2204","2935","4315","5476","6294","6269","7495","8687","10148","10788","11048","10212","11198","10853","11363","9125","10720","33466","40554","80712","70460","41937","","",
"West Bank and Gaza","PSE","Refugee population by country or territory of asylum","SM.POP.REFG","8003115","8228330","8464178","8797242","9083744","9358249","9667226","9146240","17883559","17980775","18142161","18497204","18855347","18832035","19112895","19578174","19883493","20341611","20852584","21259583","21621043","21938359","22411915","22902707","24049738","24582907","25077078","25682942","26555809","27488816","92616068","84860172","90217692","95386453","100544767","126846804","126836083","137385990","141570240","145388775","150033555","155756370","160921845","166731600","171669960","177014355","182622930","182977902","185448423","184748424","185268135","164868741","161397152","149586975","149730088","130448062","123021618","101867718","93011177","76518373","56357832","43203744","31905354","17375008","","",
"Pacific island small states","PSS","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","182819","182757","72800","19110","","","","4","12","12","12","132","184","399","1580","464","715","636","484","25111","32519","29610","44521","39729","25329","26172","17478","650","105","","",
"Post-demographic dividend","PST","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","133443561","137762636","199926099","209367273","206941647","202832721","202651681","180491455","165079433","167867418","158382627","160916071","163650612","158012115","150151538","135335708","158719903","119184004","120366688","121410547","119167041","116438046","116327841","94288248","102019667","117215384","138451940","131735792","127762266","111342733","83046918","65904544","84905106","51554524","","",
"French Polynesia","PYF","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","6200","6200","6200","6200","6200","6200","","","","","","","","","","","","","","656","3346","7642","4976","4976","4876","4784","4692","4692","1326","2871","4896","7040","6720","9880","9811","7587","10047","8648","7759","6668","4824","3546","2561","1379","","",
"Reunion","REU","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
