"Data Source","WDI Database Archives",

"Last Updated Date","2025-10-29",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Early-demographic dividend","EAR","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","747732493","745388397","663213256","541323023","469907641","469877912","465534409","460436614","456604239","466782283","523170043","552964949","465288672","443120603","462440268","446350710","519997937","668113891","627809228","632774356","646448704","615813742","614704084","654585090","740093380","808333426","758593134","679361038","616098999","488468169","354820362","270265032","232715600","127976016","","",
"East Asia & Pacific (all income levels)","EAS","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56577312","50046475","46629839","48044757","46680298","50952175","51789022","55477731","57274947","68762563","65744863","60648767","56805961","50503921","51818390","52788078","55082509","48925613","47970771","50377296","49843294","44984847","43838817","44027722","42109891","34850115","33188143","27869907","25875860","20517849","14789856","11201086","4254631","2145395","","",
"Europe & Central Asia","ECA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3438876","4036959","88780600","91745153","91304723","102940198","115858212","112398536","110397697","109052056","79058744","70497388","63769370","57101120","54362365","41597627","26999767","15714348","17559459","15851128","13288354","11722984","31462849","53568461","135766183","180577125","180194054","169016500","157081531","121872609","92109770","69754441","58812701","26659122","","",
"Europe & Central Asia (all income levels)","ECS","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142502204","145867112","314988801","331276831","320773843","317367618","338772298","306934922","281851134","283272843","244671278","238856001","242971848","232258784","219877197","191641600","170428152","155795739","160320497","161646580","154634905","135782845","150964755","133252490","226760275","271751030","296132931","281008458","265239320","216671827","162892014","126338706","161423223","92000979","","",
"Ecuador","ECU","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","6200","","6200","","","6200","","18600","21700","19840","21080","23870","26970","27590","24800","22010","23405","23467","51510","28560","20808","24090","25662","22674","23648","25043","27464","34949","179288","190945","362255","714312","928925","1086425","1248996","27284205","10341666","11538368","11639067","10861469","10400255","9361448","8355482","7655961","5862336","4249355","4163690","3450508","2510388","1018854","781625","440293","","",
"European Community","EEC","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"EASTERN EUROPE","EER","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Egypt","EGY","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","14570","155000","","","","148800","155000","155620","228470","80600","124000","124000","124000","139810","155000","150350","44640","48980","170500","1085000","170500","33790","33480","35650","50220","53940","201091","228990","561918","684531","765471","605376","675511","727021","703016","734118","765920","809423","9015158","9939570","9937310","9605612","9329996","10048126","9981512","9345760","9125004","8367377","9234062","17486040","17470505","13387252","12170415","10701312","10116616","8526923","6548004","5052348","3830216","1683549","","",
"Euro area","EMU","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114148618","111429937","166767734","187422692","190398087","189309265","195186492","170582050","150363820","154210936","141311609","139685578","147470907","144847887","133079500","111854269","100316211.5","95377037","97663043","99192547","98368026","88960978","88872676","52192281","57178901","60309077","83496996","84881867","83340542","74402279","56356704","45756810","60184456","38210585","","",
"Eritrea","ERI","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","368","74790","121296","235825","291856","280106","332972","222264","254572","405254","435645","466302","477072","489742","519284","495924","470349","461664","415272","302400","240616","214452","160587","133494","110032","92332","6567","4824","2178","1547","833","","",
"Spain","ESP","Refugee population by country or territory of asylum","SM.POP.REFG","","62000","62000","62000","434000","434000","527000","620000","620000","713000","914500","1178000","1240000","806000","558000","496000","511500","465000","465000","806000","666500","666500","728500","734700","306900","288300","316200","285200","269421","268956","846906","408368","411796","509477","567952","655240","636612","618832","664363","751718","782447","762194","759533","661172","625538","580341","559064","529970","475050","392720","366534","371816","378592","352536","429021","408325","739681","806661","838117","1905803","2487306","2205702","4107936","2699907","","",
"Estonia","EST","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300","1031","956","1106","1011","511","355","1464","2058","2128","3496","3904","4827","4762","6412","10274","17659","18255","13139","10929","6768","5778","530478","294035","","",
"Ethiopia","ETH","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","620000","620000","651000","704630","502200","167400","183210","345650","331390","339140","338830","338830","338830","168950","172050","972470","5594880","5592400","4104400","9625500","21065492","22015146","78150164","54021240","44046048","27808393","36895828","44069734","43739028","36183549","29362018","28861028","22171605","17086224","14889089","14590784","12757849","10888044","10279805","8773742","8525156","12066528","14812103","25418117","31616857","32979043","48804652","46373263","45122802","40912727","37032266","24193063","19210956","14783094","11434774","6858922","","",
"European Union","EUU","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132164370","134010164","218145724","229920684","222620235","215932383","217921039","188709385","167719130","170816755","160753045","160525182","169861803","165126043","153903030","135533656","126498928","123271440","126023922","129196027","125512000","110413491","107275672","68927036","75908517","78419640","103479303","101011274","97639449","85515083","64059030","51460596","87165659","51534574","","",
"Fragile and conflict affected situations","FCS","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","358145259","304065789","319150441","337235168","437039433","400729669","310668763","272722686","270977886","281041960","294018992","291005549","294574449","275559192","283882816","289006053","350270749","430124935","402562526","417776755","427576198","414957153","420246872","443492476","506342355","447283137","417635400","376961950","351150028","286638799","215287542","165082374","120706378","68792661","","",
"Finland","FIN","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","15500","15500","15500","24800","33015","62000","237148","465222","606900","868122","1008162","1141426","1274852","1345842","1376458","1439981","1486861","1425366","1398765","1213990","1245154","1275088","1253554","638915","675058","737284","837411","807245","832917","854842","872587","799948","1047799","955278","913847","774144","562602","433404","904189","629083","","",
"Fiji","FJI","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","974","912","","","","","","","","","","","","","136","65","554","318","225","776","601","474","322","40","398","336","324","65","105","","",
"France","FRA","Refugee population by country or territory of asylum","SM.POP.REFG","7623985","7854625","8051940","5395767","5451691","5507615","5563508","5493200","5478816","5432502","4914833","4397164","3065900","3156730","3271678","3406342","3553654","3701803","3913099","3704159","3780698","3893507","4718913","5087503","5265753","5400603","5587998","5558486","5702326","5587998","19493000","17825112","15964224","16959438","20700536","17387515","16948796","16414668","15703968","14528772","14840868","14739306","14804452","14653708","15383912","14830064","15475592","15634278","17463012","19440036","19265952","18498216","18300660","17669012","18667040","17206659","17358104","15509043","15102215","13461211","10465590","8998452","7968142","4650562","","",
"Faeroe Islands","FRO","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia","FSM","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142","142","71","68","0","0","0","","0","254","215","","","","","","","","","",
"Gabon","GAB","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","139500","","","","","","1860000","1860000","2790000","1866200","936200","620000","12400","19840","","","","3100","","","","42117","22440","27744","","63294","88595","89357","96754","125877","1687929","2013928","1744991","1508923","1568364","1516405","922556","893110","908928","918009","875593","865409","155900","139630","121082","74776","59130","52637","38570","28136","14992","11298","4896","2665","1428","","",
"United Kingdom","GBR","Refugee population by country or territory of asylum","SM.POP.REFG","5177000","5084000","4960000","4867000","4960000","5270000","5177000","5084000","4991000","5022000","5022000","4650000","4650000","4650000","4820500","4743000","4743000","4588000","4650000","4526000","4588000","4526000","4433000","4340000","4185000","4185000","3100000","3100000","1232405","1426434","4450247","4423749","6601773","8183460","9026927.5","10181739.5","11040722","12088358","13632101.5","16404931.5","19365174.5","24188317","29197002","30969107.269376","32627354.0722283","32743064.6347283","31964522.180837","30870408.180837","29793397.180837","26666689","22861873","17028384","12582837","9579591","8674338","7875792","6781131","5602941","5195148","4391761","3175566","2467404","4276857","3140340","","",
"Georgia","GEO","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11200","10670","18261","2129","580271","853391","884937","469594","432904","281654","269781","145770","107918","101747","86192","61313","40625","39378","64372","59299","124491","120834","95794","81507","44725","42840","32724","361907","182133","","",
"Ghana","GHA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","620000","","2170","","","","4030","5580","5270","2170","9300","","","3100","2790","2790","3720","4960","4650","4340","2480","820423","829056","1235628","15310045","12048581","9318431","3988918","2560113","1630593","1485231","1424374","1320577","3753351","4921913","4625894","5781755","4763276","3600623","1856857","1352049","1327488","1195744","1345220","1419756","1365238","1096516","676182","558963","487766","394222","297774","214092","110903","49399","","",
"Gibraltar","GIB","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32825000","55891951","48806082","58870054","58643600","75297233","74351669","48753414","54036318","56172744","47847180","19985606","20402429","20645964","15317540","6860414","3335674","2598066","2191683","1517082","1354755","1461499","871102","650374","648591","556733","288724","237101","176054","163814","144726","103338","28587","15337","","",
"Guadeloupe","GLP","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7847","24551","370464","223132","233852","739063","775353","815241","1155636","1928361","1345736","910696","1357267","836106","807434","791458","1458729","1534097","1513179","1001527","804133","838309","827435","726602","858930","494709","452412","369719","165177","141978","105102","79524","47905","26663","","",
"Guinea-Bissau","GNB","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","3410","","","","","","","","","303404","472362","1240626","2114722","2534358","1719400","1724906","1790052","739624","797360","849802","821052","855414","845937","828847","822433","827115","809713","804199","781871","737060","686276","653732","648660","642647","547123","527978","515372","198943","60930","44394","33228","312","168","","",
"Equatorial Guinea","GNQ","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","1240000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","0","0","","","","","","","","","","",
"Greece","GRC","Refugee population by country or territory of asylum","SM.POP.REFG","480500","471200","486700","477400","496000","482360","474300","380370","256060","196230","177010","179180","103850","91140","84010","80600","79360","80910","78120","116870","116250","123690","122450","126790","133920","135160","101680","143530","256122","232190","857288","916878","862512","802612","824747","495828","647440","618160","688070","703758","745318","777337","311998","310187","273524","258284","242771","229456","220883","167960","138593","138207","176090","264333","732124","1596983","2645337","1792848","2519426","2655010","2474634","2153700","2089893","1346688","","",
"Grenada","GRD","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","326","0","","0","32","15","","20","6","30","","","","","",
"Greenland","GRL","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","4960","","","","","","","","128030","3100000","2170000","2170000","2170000","372000","372000","372000","6916100","6916100","22561077","22770072","22738758","478278","495224","167607","175180","168651","91199","81821","80560","81379","81927","79999","72305","42171","40471","38996","13167","12845","13217","12967","13294","11974","12012","14114","16890","16560","15680","13480","10728","8622","9113","6923","","",
"French Guiana","GUF","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guam","GUM","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","3100","","6200","","","","","","","","","","","","","","","","","","","","","","","75","","","","","","","","","","","","","672","616","588","867","845","724","614","632","1005","468","612","720","156","189","","",
"High income","HIC","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","219170948","231935081","329687608","344479632","352720265.5","357745795.5","365332228","325683103","295216338.5","296690785.5","282142482.5","310227368","317881066","307903574.269376","287983915.0633","259113996.634728","294182565.680837","228023610.780837","228960403.780837","197995959","192024492","171686626","166791032","122388792","128480658","122737899","143107372","134438319","129763475","112932508","83676477","66584871","110479712","70014476","","",
"Hong Kong SAR, China","HKG","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","34720000","38787200","38751240","","","","31000","31000","1550","","","","","","1965710","1726700","746170","419740","391220","395870","370760","291400","248000","295430","476129","372682","824261","450228","265710","188434","180138","165884","150850","137379","116152","109153","110065","155782","167390","212919","205515","208457","205232","9746","10103","8266","14629","13190","9456","9173","12270","7635","5417","3835","5378","4228","6006","4878","3705","2107","","",
"Honduras","HND","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","2170","","","","","","465000","4030","775000","868000","997270","1229150","1525200","1860000","2108000","1953000","7350100","7352828","23947100","10400022","10235496","6630","11070","7198","7198","974","974","943","1292","2160","3103","2478","2469","2257","2213","2213","2510","1850","1251","1465","1344","1216","1986","1828","857","1092","1138","2477","2040","2592","2145","1274","","",
"Heavily indebted poor countries (HIPC)","HPC","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","574337897","479008660","474422553","553317031","645407964","600377841","432114213","336160071","319233970","337655367","350503194","304552309","304565434","278566539","262838059","239070361","217107303","199066468","173213109","160312536","162593963","168120846","166520939","161540650","225516770","233248619","251808183","255040024","228894530","183682337","138731574","110295936","80031059","47503575","","",
"Croatia","HRV","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41106000","29274000","19461600","22248682","18524270","7712798","3250922","3177984","2512802","2450110","939932","491340","403047","316008","258755","169053","162708","122598","89763","72326","60754","51829","53192","32744","16665","22468","32267","30228","23004","18360","268294","175203","","",
"Haiti","HTI","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","71","213","204","0","0","0","","129","96","230","155","235","4","30","","","","","",
"Hungary","HUN","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","837000","4557423","7531476","3306024","308222","307990","1276144","844002","659720","392424","558610","566963","527170","681505","786168","847662","868598","855833","837245","790190","598263","519310","448677","339916","184882","211755","276449","269637","260416","246989","189794","140472","102168","459810","442260","","",
"IBRD only","IBD","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","494344388","501670295","577381671","440842449","404911646","401261540","408689011","401998848","394720072","401909403","389208385","380153510","343332794","311135969","317313132","302738092","338638785","373197076","367541718","374631934","377670177","358179751","385843295","498987509","614336979","629380419","584765571","496726379","449558078","356673468","259621435","195416824","204551059","112077026","","",
"IDA & IBRD total","IBT","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1139102571","1081566081","1094030569","985816587","952199443","903405351","807196352","741778660","726087725","742802377","798157108","774172415","672885050","617505348","628729605","591784973","656276950","801819989","744073285","757704122","782582569","763158984","785266629","882241842","1055783920","1075675035","1021201756","933169165","840849436","671531593","493312038","378961128","341194797","192574571","","",
"IDA total","IDA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","644757723","579895624","516648749","544974138","547287797","502143806","398507335","339779809","331367652","340892967","408948711","394018898","329552239","306369354","311416429","289046812","317638069","428622795","376531395","383071920","404911676","404978832","399422360","383253786","442098231","457676270","436436185","436442786","391291358","314858125","233690603","183544304","136643738","80497545","","",
"IDA blend","IDB","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","240260407","232551026","152919111","129028428","91117231","100324968","99896056","100207970","100757998","100760375","163361387","176149890","111643664","104269890","113493169","100348237","93516362","159981993","146685214","153214394","170369064","164690634","158784236","151639620","155170657","154107837","127914746","102609789","94130980","77994515","58602971","46476762","37566392","22221327","","",
"Indonesia","IDN","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","69440","1002230","262260","461900","409820","312170","294500","255130","124620","75950","75454","30969","334356","321943","360060","245004","10294","2054","6986","3509","5206","18200222","13732931","8237627","3202683","25865","18559","9439","31592","32151","37359","78878","77763","88466","152548","243315","315887","381155","445958","449897","442296","339487","242856","179676","127205","59150","","",
"IDA only","IDX","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","404497316","347344598","363729638","415945710","456170566","401818838","298611279","239571839","230609654","240132592","245587324","217869008","217908575","202099464","197923260","188698575","224121707","268640802","229846181","229857526","234542612","240288198","240638124","231614166","286885356","301644785","308521439","333832997","297160378","236863610","175087632","137067542","99077346","58276218","","",
"Isle of Man","IMN","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","1364000","1395000","1395000","1550000","1705000","1740650","1751500","1741580","1788080","1824040","1856900","","","","","","","108810","155310","214830","223200","208320","199640","208320","205995","296019","21699786","21478038","26353944","26805520","27384173","25477871","26137591","24984247","20777736","20163346","19145195","18989263","18911888","18452869","17895498","15042663","16786684","16638181","18823262","18346822","17742599","16290384","15594732","14317896","14795152","12888322","11277106","9068232","8031407","6438403","4689132","3823434","3156855","1770069","","",
"Ireland","IRL","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","15500","18600","18600","16740","14880","13020","36720","30600","51000","12138","42400","44800","7854","48040","67200","277299","284235","402585","602206","668866","720398","767842","838731","960801","991964","947219","874024","725390","530910","455766","432471","391473","325490","293074","246782","257245","217050","172278","1056328","797314","","",
"Iran","IRN","Refugee population by country or territory of asylum","SM.POP.REFG","","","62000","46500","","","","","9300","9300","","","","","","","","","","4033100","10230000","48515000","52701860","58901860","62000000","71300000","80290000","85560000","88350000","88350000","425788902","449309490","423373746","254493876","237053100","232062708","227400374","222046118","216309052","205597108","209216000","209216000","146339094","110308345","115057425","105224427","102647278","99245130","99970963","105978157","103043043","78009091","72932235","65158842","72669936","62683906","55827795","45054010","40156835","32321355","19200600","14370174","44526183","26351619","","",
"Iraq","IRQ","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","12400","12400","37200","37200","37200","37200","2579200","3441000","31000","","","91800","8974980","11730000","11124732","12675582","13072772","12651362","11651452","11650372","14438198","14312202","14351732","15029320","5407606","5066018","5419208","4707012","4362446","4029306","3486427","3326632","3096477","8300924","18718524","20064396","17772895","14926775","12772653","11603778","9041550","6489138","5041296","3558308","2005360","","",
"Severely Indebted","ISD","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8585","14382","15708","16320","16960","22082","25852","29032","32696","30599","26865","23519","22852","26211","25731","31393","28031","4750","4688","6014","7627","5011","4885","5787","7140","10998","11655","16006","22749","29546","35340","32940","68120","61005","","",
"Israel","ISR","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2767","14073","456262","466669","467855","467855","62934","65395","88326","118926","931589","1755523","2444937","3628246","4073955","3665056","2544566","2146895","1802588","1179922","760864","531559","44562","21438","15691","8645","","",
"Italy","ITA","Refugee population by country or territory of asylum","SM.POP.REFG","480500","449500","443300","452600","434000","465000","434000","403000","403000","434000","403000","393700","390600","390600","403000","368900","368900","362700","362700","437100","667461","700631","708815","683922","665942","693966","666655","632803","597060","430683","1104936","1000399","943820","5127842","7744298","8321688","7247617","7460771","612055","1061422","765778","959136","1125981","1437127","1724058","2232969","2848695","3920819","4800160","5441442","5414267","5109466","5441529","5829711","6934817","7554667","8399094","7696130","7758467","6850900","3072792","2607516","3850353","2088072","","",
"Jamaica","JAM","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","439","9180","6333","4249","2416","2648","3496","3878","3878","3953","","","","","","","","","2512","1954","1729","1649","1503","1659","799","716","523","553","2","678","558","403","","","",
"Jordan","JOR","Refugee population by country or territory of asylum","SM.POP.REFG","19333460","19629107","19993140","20538275","21048535","21627398","22157653","20722043","14829439","15483260","16150907","16820569","17298651","18054400","18830330","19740118","20264948","20841331","21401718","21909095","22431941","22847000","23454197","23909804","24515730","25161460","25862401","26650359","27405240","28400433","95289556","87762566","93479362","100633561","107828924","137884771","139643079","152443222","157756685","163502098","170733920","176315549","180150989","184591965","188447790","193859229","250010406","247588184","250105415","241014287","233510906","213891553","196337015","206179147","205090838","174117514","163058728","133272711","121199451","97882541","72227598","54857016","39817063","21445137","","",
"Japan","JPN","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","18600","18910","39060","74090","78120","136090","151900","122977","145917","155496","173631","189410","200849","695538","652494","680238","662490","629844","608497","591228","543351","502853","474128","420412","358338","297793","253936","216502","209433","195226","184726","205845","230837","248163","232988","216742","196446","189502","158491","143214","100694","77633","48283","27198","25264","212593","156345","","",
"Kazakhstan","KAZ","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","510000","533118","1742986","1744722","1744970","933863","1657194","2304446","2187284","2308280","1772915","1742695","784729","467655","441308","443811","429474","422883","54115","47283","44260","46687","45095","36969","27692","23348","17106","10590","6336","4004","298795","","",
"Kenya","KEN","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","28830","80600","77190","92070","84940","75950","77500","186310","201500","180110","108810","104780","147560","209560","249860","272490","249240","316820","397110","392274","1453398","12256626","41023788","30762690","26756826","26282630","25047520","25994882","26677002","25053976","23083918","26792666","26171266","26601199","26381648","27137291","28888100","27370058","32701493","35533500","38678446","49850701","47454000","40655195","40800017","35450213","25712339","19866945","17271013","14483671","10870134","8658864","6558149","3772293","","",
"Kyrgyz Republic","KGZ","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2166684","2251338","1501562","1871162","1711016","1630880","1214894","1188174","1041145","863175","626257","413111","280623","38777","74415","38219","41846","236092","536422","415013","35478","35730","22501","19113","15364","13529","11463","8016","5706","3562","194530","","",
"Cambodia","KHM","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","310000","465000","527000","620000","682000","682000","620000","","","","","","","","","","","","","","","","","","","","","","","510","1122","1537","1798","1566","2235","2235","3509","5707","22152","8616","42030","13453","10281","18334","16604","13241","12229","5539","6406","5044","4538","4802","3552","2806","","","","432","312","168","","",
"Kiribati","KIR","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","43","0","","","195","163","","","","133","","",
"Korea","KOR","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","2170","5270","","1860","2170","","","","","1860","3720","7130","23460","16524","15198","","","550","625","380","75","700","625","700","1780","2555","4447","7328","10006","11826","17234","26067","34182","34916","40939","41629","86523","93384","102346","102423","118620","105506","82962","64062","49725","28371","","",
"Kosovo","XKX","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","155000","155000","62000","68820","68820","87110","70680","","","","6510","","4650180","4577658","3060000","3182120","370256","428946","424202","468421","485233","311016","140750","170266","169948","167014","164392","5469","3930387","3900245","21910","17695","29511","56678","48198","45343","47269","53300","28123","27531","22650","17598","12960","8892","4004","","",
"Latin America & Caribbean","LAC","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120864201","89670249","88659856","12290045","11092566","10106091","9493188","8967132","7129697","6675874","4084661","3969965","4377930","4089794","3754588","3812607","3988096","46564103","27801478","28423964","28277583","25228141","24279990","20930199","18492078","16844649","13332879","8412615","7007679","6656139","5590885","3975630","3357861","3282412","","",
"Lao PDR","LAO","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","21700","","","2170","3410","3100","3720","3410","321470","108500","108500","39060","37200","","","2480","","","","","","","","","","","150","0","0","","","0","","","","","","0","0","0","0","","0","0","","","","2","","","","","","",
"Lebanon","LBN","Refugee population by country or territory of asylum","SM.POP.REFG","4274404","4422770","4556039","4735157","4916104","5055139","5105452","3811977","5376547","5519519","5513722","5729234","5857047","5986317","5977730","6137194","27876378","28102151","6827688","7017470","7288255","7349511","7502527","7920903","8158890","8447624","8704738","8948367","9192058","9337851","31206180","28033198","28886628","29221029","29978246","37014505","36353094","38725480","39379324","40052012","40587004","41116569","41574644","42102671","42503130","42958532","45431956","47822621","48205741","47128873","43478729","39172265","48339852","95668023","116588045","94811516","84167606","67543416","58412488","45949298","32398380","23913738","16979859","8953756","","",
