"Data Source","World Development Indicators",

"Last Updated Date","2025-12-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Eritrea","ERI","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2682189.74292793","3634005.48876801","3284750.85910653","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","1403779907","1380182007","1463044434","1734471313","1895898438","2187928955","1815784424","1581557617","1348032104","1226743164","1234490723","1433077271","1583675903","1790329712","1861106934","2185527832","2136283691","2636531738","2321499512","2631302246","2763616489.64043","2925151760.08551","2899429893.85076","3253445179.28332","635029159.503852","648649651.96857","699655911.694239","745323091.173252","900329952.848981","1011285262.95094","1135292901.67168","1281555330.96262","1676469544.33156","1840374492.65946","1524558688.72574","1595954495.38239","1714254523.01135","2093910956.12591","3035756690.39567","3130366132.56346","2673407398.90466","2632183874.91622","3004745214.02338","3331709084.3956","3206846641.96424","3063400972.64944","3949650833.18905","4238854695.34633","5491470306.28597","6328874671.4828",
"Estonia","EST","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2905014.753","1283825.09832797","1684442.02096036","1737374.15666674","2644205.9931762","2314638.97708072","4052634.24742114","11020698.078229","19148980.4054451","51207275.0953853","166878296.145532","254609795.001366","392138800.936625","381282757.248445","416329238.376316","340051323.524627","357084044.165655","438650597.669984","460675591.639286","564796469.36982","543923581.651102","457282652.455695","486482638.423943","505091283.786081","570404476.883314","541915243.762817","506846948.616148","589900330.984054","470064788.040708","487257271.297153","496264001.176001",
"Ethiopia","ETH","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","4444444.656","7149758.339","8695652.008","12222222.33","10483091.35","10193236.35","11014492.99","11497584.34","14202898.98","13574879.65","8550724.983","11304347.99","6473430.157","5217391.491","9758454.323","15019130.71","18379999.16","24625669.48","27359669.4433314","16012210.3622882","9232460.37342668","27313236.4706561","33729646.6109497","53158882.3789732","18313718.1709493","32986894.4223657","46470192.4649014","133742806.235814","173519405.683879","172153313.961754","357838224.989752","386696265.842836","261601951.495537","436143876.305004","538339894.672104","624360669.898231","833031317.035109","1796377786.73294","1086986751.24654","772235946.595018","393379170.003451","436325463.090781","479624165.264604","404088319.891243","447647084.052728","510201215.39532","539360389.32098","490000000",
"European Union","EUU","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","1387801445.922","1834713172.44","2126978380.36","2230588135.09","2039631810.88","6331545403.92","6836810817.45","9028074692.25","11496805928.03","14066619244.53","16398645979.58","14792673698.58","14397167733.2489","13150424222.71","12530021946.58","12552853296.38","16478518178.73","19594307400.23","22159414345.47","23322039185.89","28031602439.15","28279194930.82","30388186920.03","29298589867.6734","29187753043.3255","31735748570.0066","31860658604.0837","35648931029.897","36562773158.7195","29920128531.3353","29719401978.5527","31573494344.4491","35556406606.8222","44902017891.3302","53809096257.7751","61151205694.6873","69192770889.9716","83815502748.5806","98150187161.6566","93288811584.5948","91913267567.1125","102589548587.32","99656101041.627","115063076543.024","119232460593.832","107689357460.077","109503610060.525","117480480472.064","125224533103.221","127296883707.607","126457984422.137","137187377047.895","136029443654.549","152294802743.819","158229196289.166",
"Fragile and conflict affected situations","FCS","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","17899999.62","22579916","22540000.92","61891856.672","137969344.139","163734905.244","353992817.489796","947889502.411076","1377328812.96202","1567005342.2791","1323664944.32421","974902624.046593","1087775688.64574","939289410.019401","1001794756.39551","928118888.886476","979539497.866375","1112092869.95973","1371374332.29609","2348301670.85196","1797672095.7998","2161549354.35284","2696502197.73333","2668818007.39622","3010064965.43301","2946993401.53666","3490065446.56043","4397899791.98726","5377393934.79672","5790277498.94507","6048749546.99996","9296357133.30978","12642527484.5922","15547326422.652","27898100579.8635","31245032085.5015","35834277844.9226","41514477407.2607","41225210562.4252","44257434507.5231","46515782063.3181","49507249887.2316","53918547211.2161","53051835258.1207","55209720167.5882","55675253989.5171","61938664010.6973","68974699707.482","69347600948.552","61331313899.9335","68950599793.334","72813405114.583","70225297191.8885","64035660702.7436",
"Finland","FIN","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","18514945.98","23807750.7","46703990.94","65478401.18","91440734.86","106253776.6","95759994.51","107548988.3","97178131.1","49415206.91","50871543.88","74044212.34","77741462.71","105305137.6","70851074.22","62883602.14","101185310.4","103113151.6","77051124.57","66893753.05","74258863.4748787","145460570.56626","235253974.281213","375411975.73708","443613008.719749","472728415.184529","490718039.670651","477152547.367382","526381939.256486","666913866.793652","692277075.821046","885424667.140886","991328670.893291","1127301050.18329","1108922177.87387","1006293135.20923","1694181087.93289","1682470993.93298","1073207238.90387","1068529689.12229","865419880.708975","860964517.47309","908303115.941151","841053346.465201","841961779.328994","598130660.990561","667355299.134198","661569129.58604","748264240.248557","748914874.945902",
"Fiji","FJI","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","3589619.16","4890186.787","9302308.083","8086236","7984107.971","10613370.9","27653663.64","29747564.32","27012722.02","22653249.74","22988763.81","21945989.61","19179191.59","22688095.09","26138704.3","29642278.67","32709172.7897607","33349960.80667","34633833.7922316","25870529.9096544","23202386.2410357","43301333.1093052","77584872.3115981","99401919.4141246","123678440.647543","172645209.913264","203312108.144442","204579736.184735","183212478.678858","146677339.874132","171057209.50972","175631133.068789","160556654.461292","190607858.301268","203570068.858917","220967734.417278","252357499.976782","272362581.415721","278737964.141094","290061565.170251","286567812.122624","317155615.856279","393635198.843453","458827402.287967","479422222.222222","430173427.39565",
"France","FRA","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","627961975.1","653017089.8","1260706177","1582122070","1921343018","1440365112","1278299805","1337885498","1278938721","1262145020","1393456177","2020921875","2472511475","3418352783","3223879883","4034759033","4619512695","5213012695","5031930664","3953913330","4434302326.07776","4334903528.13921","9741087205.45888","10021054778.4816","9446332526.92819","8869551606.78845","9194240138.20756","10599319442.2809","12231755970.6852","13342614137.6264","14205076472.6077","15535237652.181","17586416269.2864","20085696122.6064","19665370193.7897","19898258274.1311","22942280254.4201","22666366758.9421","26940225859.3133","27976008592.2686","25447506168.0402","25592759188.2071","26805186001.349","28387547436.0504","28763750644.1879","29983731184.6851","32646501628.4632","32713597628.0033","36700644624.7256","38775361344.0285",
"Faroe Islands","FRO","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48480000","50040000","42970000","39040000","39750000","44380000","49217894.7981909","80282305.108049","89055616.1502904","109177969.375558","136569580.136731","138741437.375089","146392824.275992","158411749.981598","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17349600","18066700","19428000","20803300","22046600","23338700","23338700","23338700","23338700","23338700","23338700","23338700","23338700","23338700","23338700","23338700",
"Gabon","GAB","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","88630.5347","94019.5844","47330.6552","184005.2009","60863.1149","288663.8641","91542.2589","133552.0744","231009.6323","299464.4046","134296.5961","156735.7332","875882.3872","1595029.116","2314175.844","3033322.573","3752469.063","4471615.82443076","5727663.14185844","6145602.57896858","5563166.58663669","4247204.29865939","6050763.423885","5363974.6917477","2846533.11163557","5989329.18128731","6852364.36149356","11028154.17189","","14409511.0508501","20654067.5553656","13846230.0325314","38428998.663363","21792198.4497528","22586458.5623401","16527000.6094923","29467150.8528989","18458042.2530413","","","","","","","","","",
"United Kingdom","GBR","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","1369103027","1626415283","1684590454","2099054688","2089116943","2033339478","1768091675","1968876343","1399144400.51539","1421446437.68821","1648877894.95081","1391991978.70625","5446983600.88171","5074369392.69564","4955597475.92235","5235071152.58192","5688562224.58421","5938297738.73991","6045166080.36332","6105706285.50888","6556335761.43156","5995100746.38225","5242981856.72861","4951404772.71064","5099003470.85979","4944716072.76901","4804502413.00233","4937268134.60798","5003393485.69908","4582283766.62526","4308885979.70367","4389713567.2519","4214814558.37467","3248094193.68002","3461501740.87933","3965082580.93157","4486451448.29277","4834332874.14733",
"Georgia","GEO","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","284000000","372900000","360800000","205929892.36","218638753.66","226328929.33","248453695.34","358590135.45","446005398.63","627348779.5","883065425.97","1065021296.03","1111619713.19","1183935749.72","1547274439.9","1770115175.34","1945284852.34","1986474923.63","1458741311.21","1520785231.49","1793945160.51","2034288455.75","2258211424.72","2109658756.8","2643926171.81","3853688888.98","4201299805.36","4058448979.28",
"Ghana","GHA","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","1272740.006","899999.9762","1399999.976","1500000","500000","4699999.809","4199999.809","600000.0238","699999.9881","6000000","6000000","6000000","6199999.809","7300000.191","10100000.38","15699999.81","17209600","27500000","26000000","29500000","30700000","32396800","45909120","43520000","65100096","82371200","99184576","105253248","117363712","126104704","114455680","135852160","2134638607.37","2155495000","1863990000","2007831480.11","4982442361.78623","2979934204.38383","3536410000","3520566623.36831","4053694728.81048","4291956800.55746","1955950652.58157","2128085082.98706","2454335867.96485","3027416789.17939",
"Gibraltar","GIB","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","70000.0003","70000.0003","26709999.08","22340000.15","17969999.31","13600000.38","9229999.542","4860000.134","490000.0095","740000","1072000","1480000","4980000","6015879","1166455.04759399","8715870.25803118","15190000","111046017.147184","41640000","41570000","29500000","15070000","61520000","52030000","46260000","64500000","66300000","93010000","121425853.218436","130582308.432555","52170780.8592337","44660000","28430000","158130000","22530000","343910000","527275700","496840000","616420000",
"Gambia, The","GMB","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","345200.3598","492476.2845","390921.8907","289367.497","187813.1032","701136.1122","","","","","","","","","","","","","","","","","","","","54069839.2743908","60748749.1709703","59304087.5437293","63773517.3418823","55662540.3698082","64811558.9717228","79801153.1264915","115699060.997021","91358953.7745976","106349453.092419","109829221.954619","137771209.405021","154062367.652957","145678794.701272","160167345.280047","212034736.09746","275825107.455024","416418880.667872","547051423.801967","501844380.374608","514905280.337869","529052514.703634",
"Guinea-Bissau","GNB","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500000","1200000.048","1000000","1166666.627","1333333.373","1500000","1666666.627","1833333.373","2000000","2000000","4007030.487","6014061.451","8021091.461","10028122.573509","17631575.3068999","23126277.9447523","27699073.9507556","19898832.076355","25519702.4283581","43030269.3488181","49460552.2493049","48850413.8199777","45890277.9656637","52110120.3618565","45635184.4233283","63787684.4209846","92419676.4989074","84952813.9980524","95225658.6262663","105179557.532654","127983532.751295","151185244.870505","174938409.222709","206107624.241305","190208504.696096","204382472.034072","206107624.241305",
"Equatorial Guinea","GNQ","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1318514.585","912399.9476","506285.2502","100170.605385994","164206.042292187","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","805000000","940000000","989000000","1181000000","1119000000","1169000000","1140000000","964000000","945000000","807000000","967000000","1407000000","1737000000","1387000000","1817000000","2173000000","2531000000","2655000000","2886000000","3286000000","3079000000","3062000000","2673050049","2284100000","2193819905.93717","2014591008.5579","1660397779.58459","1565054104.28351","1242683995.0922","1219664383.6797","1543110071.1647","2483241140.54473","2686826465.03646","2022132944.21384","1498782297.44564","1186959012.16992","680981913.335439","804714812.674237","734925603.08843","509336316.242093","417164366.412999","400870186.190081","489699591.408582","676327504.794211","611381979.592982","688866261.623507","600581231.936084","541941123.994663","561447512.229397",
"Grenada","GRD","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","16777778.63","22333333.97","23518518.45","16851852.42","17974073.41","8277777.672","8596296.31","18359258.65","26159259.8","19851851.8518519","20959259.2592593","21522222.2222222","22062962.9629629","23151851.8518518","24233333.3333333","24311111.1111111","24755555.5555555","25278348.1481481","48111111.1111111","34107417.54589","35226335.2005526","36298470.2513747","36738381.2101587","35344463.8988797","36403038.8146519","37072676.160894","38009918.8093439","38532669.0841795","40912702.4655555","43354715.4222222","45070131.1048147","47272753.0299999","47993599.7945033","63365362.2222221","70430714.4444444","62096090.7407407","63054426.2962962","70254796.2962963","70237557.7777777",
"Greenland","GRL","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","14000000","21600000.38","23600000.38","26200000.76","24500000","10699999.81","3900000.095","3400000.095","1000000","699999.9881","100000.0015","45700000.76","85000000","118699996.9","178899993.9","230600006.1","240800003.1","284500000","357500000","375400000","408000000","456500000","465600000","596200000","633753628.54","1600192056.56","2146959900","2627500000","3066600000","3700100000","4236200000","4425646820","4002155020","4224679960","4533048950","4965274170","5303727620","5751442990","6481896460","7362674020","8393882100","9437674500","10655601360","11405439200","15407572610","18204553280","19980963760","21644521520",
"Guam","GUM","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","2299999.952","1166666.627","2609894.991","","","","","","","","1019999.981","1210000.038","1340000.033","1700000.048","14600000","15000000","14000000","20500000","27300000","22300000","51000000","99300000","153009000","201289000","218076000","278496000","273896014.29","262065845.88","367805406.291253","412200000","469258405.522633","328152658.498687","329658104.853318","302773517.626441","322734757.599322","322340617.546773","333692746.046295","380358400.968644","441066005.894184","553487993.222816","539131835.043942","545579977.920031","600000000",
"High income","HIC","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","1644521483.817","2155367565.17","2658606068.735","2851601020.619","2648670927.767","6896448115.783","7409949936.606","10587919012.375","13489439349.824","16453976696.102","19321765582.7411","17977566968.634","17594204486.6269","16572657378.365","15996413667.476","16037660399.743","21879206878.4116","27551124868.209","31399024582.2245","33134622840.87","39042447143.151","40318929711.74","42948526734.764","41295015112.1925","47375035841.7163","44803604805.6835","44820916632.7155","48462828223.8785","49763924557.1518","48708220760.4082","48365002435.8945","51559993222.8042","57350516697.7969","68896001210.1605","80297733691.6056","89396965228.6997","100117645992.244","117995946143.154","136249821890.095","128627664643.291","128157190413.504","143332331136.089","140435166211.167","156934604714.029","163970562859.519","150484377998.242","151904104232.832","162279131967.784","171904455523.937","175316186511.258","172622104666.854","186030486769.838","179607101322.457","198194471769.531","205168363237.233",
"Hong Kong SAR, China","HKG","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153640902.048545","130454560.120602","135538206.510579","152845007.823522","120529560.770874","119691117.92926","239856567.542055","296761189.341991","294033632.386511","316866690.062737","355347245.020959","347792446.94627","339569368.877098","351638509.254505","366815267.282392","360237541.426858","372449060.135887","386750552.610118","399492889.185886","436898438.64628","424573814.619566","451246722.143141","426572579.596946","453090876.703471","418510210.064583","453768540.088612","462446994.526593",
"Honduras","HND","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","800000.0119","750000","850000.0238","1049999.952","1250000","1500000","1600000.024","1750000","1500000","1799999.952","1950000.048","2099999.905","2099999.905","33700000.76","41799999.24","48599998.47","62900001.53","82599998.47","112000000","63799999.24","89000000","124000000","157300000","190000000","225000000","328300000","474498240","610441530","801398970","865389050.8","1169104060","1805194920.10638","2358468900","2613644662.5","2821344123.18501","2477339131.41952","2617906839.39025","2810592535.70634","2920369783.01134","3098239341.94319","3369514366.55199","3666201326.86745","3863739159.11758","4322761613.52253","4776545983.26964","5401465664.9325","5588646520.67925","7203426672.83017","8485378379.70857","8968206468.4919","9532724045.27075",
"Heavily indebted poor countries (HIPC)","HPC","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","17899999.62","22579916","22540000.92","83123534.7699","200435029.9501","248734344.6632","329723044.5403","441087784.6023","618867603.9558","957524857.6136","1021521644.4405","661016622.0354","811262011.4706","746846613.644","810563136.8969","827797372.0151","916140344.8877","1075145398.5535","1275132822.9957","866832120.5627","838074883.6921","1095631046.701","931690899.1907","931406176.4848","1355983221.36237","1299934014.56172","1563293076.51831","2304311086.76611","2859558589.97458","3235545128.52799","3743292761.37636","4562464326.09567","5587706800.56681","6748466334.03263","7399212472.68255","9060600052.4428","11194526353.8725","13305753804.9808","12527615786.9828","14404617595.157","18305065967.3523","18627767893.3972","19544673718.0322","21453418355.3527","23888884654.4628","21936688826.2163","25896795372.353","28909458536.3943","31039025286.2398","31635564292.2696","35121182835.1846","41480117490.2908","45317626370.5201","45522331540.1522",
"Croatia","HRV","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","230029007","375509002.7","544168000","649916898.398","593983461.619","601206510.82","528865690.175","817102738.716361","927871134.237622","1093044041.48834","1321491761.42459","1555554396.92403","1874468831.81767","1926149213.79518","2228813115.93465","2505307645.42936","2268827434.5239","2287050682.32973","2524036566.25318","2084700260.0308","2768772802.04368","2773391958.8818","2677257515.35627","3223057486.72173","3666978983.28959","4012037679.51464","4281829645.9415","4194813430.97808","4983837199.92784","5356596167.27544","6075991642.02627","6739238331.56578",
"Haiti","HTI","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","17899999.62","22579916","22540000.92","21659982.68","59220001.22","74699996.95","75019996.64","76000000","84779998.78","106440002.4","126620002.7","97040000.92","89879997.25","90000000","95779998.78","105419998.2","113160003.7","124099998.5","122800003.1","","","","","","","","","327300000","422050000","578000000","623580000","675660000","811000000","931540000","986154000","1062869000","1222089000","1369753973.31506","1375546872","1473804720.89074","1551366394.17808","1612326050.46575","1780995273.9178","1977033926.32876","2195560227.13698","2227109372.28529","2419165423.80705","2735177966.7063","2695149513.65523","3257277839.54326","3994393882.96965","3797752749.14857","3753251985.08514","4111002565.94729",
"Hungary","HUN","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139944852.021823","155877496.349867","194460957.711815","191846209.84359","182829285.916463","363174029.703059","364256476.907213","443556552.581679","466993515.86166","632555108.131142","731503154.990473","858656344.518017","975984330.970335","1315134625.53424","1523006428.70836","1780667370.10505","2289246512.08928","3117859968.56824","4117362992.95939","4189588428.42514","3932457125.98066","4158246110.35197","4118123061.03479","4400152194.51904","4875235558.23839","3914961365.27872","3759443588.19962","3969198110.175","5138749709.54036","5482220904.61208",
"IBRD only","IBD","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","277499994.28","289943771.37","311392210","339420727.73","1792110742.56","2943672581.095","3448897010.889","5337212403.052","7015031022.5547","9253223194.9144","12969272712.7912","13266706071.8899","14296214944.8729","15225543377.6291","15190922625.9949","14413079367.9454","14693205388.7204","17339515242.0171","17344702850.9461","18815264597.3032","21737841624.8622","25673137132.211","30357302133.791","31755725942.0956","35636085002.4792","40591476443.0699","43976343772.1211","52081721627.9106","50081834810.5514","53805108305.0763","60309323080.6297","67126302016.9997","77727814720.874","98776522465.8418","111012111503.738","123886255994.274","145786325559.48","178639763168.454","205417311315.045","195437360306.804","214995577316.658","238580394746.734","252630215327.403","264283554891.414","285485652572.418","284368075349.405","276669941949.832","305748271966.39","328524318711.313","339207233966.711","344180349066.331","394811660626.892","438745019936.367","451668581671.117","490434736749.134",
"IDA & IBRD total","IBT","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","289159994.604","320505425.1046","353540799.674","382942983.391","1909893863.2799","3318263258.36624","4333241316.8482","7132554712.24249","9990379980.21228","13016209993.0856","17779846836.3372","18020082156.6853","19921589856.3326","21519417100.1733","20751014754.6167","19891316945.8557","20268872113.3953","23425844764.3935","23330388397.5167","25309078984.2894","29601082684.0798","32518319867.8612","38095752408.6643","40247064874.4966","50041242505.7563","50955036421.0124","54198608462.7519","63984223716.125","62401472302.3521","67563999490.873","75897256250.2057","84729621809.8391","100616096650.197","126546568903.998","146945543847.345","181582320609.674","214354678734.347","258674061094.24","298910482631.811","285316745222.056","311600491254.025","348902947987.151","371818033115.572","395116846924.11","425462393245.206","425755904778.293","416705393783.285","457775164786.268","495021855807.154","514654298680.983","518825595318.573","586123397162.997","638080244894.235","656555241426.447","718340938790.195",
"IDA total","IDA","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","7260000.229","25953769.8046","37047825.399","37142167.332","109649597.7329","358573126.803239","869117558.0882","1674162724.6165","2834214576.19558","3600200673.63117","4725381533.72494","4672864972.58637","5529208244.83175","6195079279.41822","5463314351.06783","5357518492.93227","5433496352.61825","5870353732.3774","5715553869.53612","6168699455.15617","7460858528.8666","6515522663.61522","7375028991.61828","7842539471.1539","8495544900.71027","8438130087.08033","8113965628.4904","9611339089.72131","9671806068.27247","11121859848.4917","11881364142.1648","12274752201.1843","16756282124.9291","19642954883.7726","23843687115.4291","40369589328.6078","47678914761.7696","54753346504.1428","66491662125.3303","67388912286.5277","76699868640.4904","88848787043.0283","99095239885.8559","104136246862.195","111444091051.201","114510044417.163","112261342341.781","120914223827.448","133180402758.345","139623188980.429","140548367646.357","154243298558.236","168874417657.264","171831021767.647","194842030064.164",
"IDA blend","IDB","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","7260000.229","7260000.229","13859999.66","12539999.96","22012127.874","33310073.857","460918702.026","995624173.383795","1433915016.63658","1650899728.66372","2279245840.9922","2352573726.18561","2845621526.46079","3190301380.67564","2824126984.7315","2801029717.24171","2764646455.24918","2552988797.80218","2272109936.27483","2462301183.90719","2510124502.92326","2056160536.9106","2096695590.81494","2731629778.41413","2909633573.28302","2534321256.40228","2152107131.05349","3259141739.77938","2607770234.13611","3332682074.13238","3460577419.30135","3151503743.54493","5331144766.49165","5767900997.46571","7408141845.91104","21259393494.5395","25011994326.3958","27398408893.3968","31571365975.5055","32391130688.827","36231341736.0269","42107198146.0669","45442833132.1704","46509808180.4892","49941529875.4569","49882532779.8558","50467352574.5725","54438087646.2843","59048166326.5267","60724497301.6106","57226249459.6621","68842259131.4129","76212271699.8311","71818467953.4517","84663613542.3811",
"Indonesia","IDN","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","10000000","53000000","61000000","71000000","86000000","99000000","167000000","166000000","130000000","229000000","346000000","449000000","651000000","796000000","725000000","958170000","1109000000","1190200000","1046000000","1258917563.06377","1488709351.10255","1866314989.57746","5419620728.75305","5722357516.70261","6174340000","6794200933.37553","6792907280.44703","6916051073.08896","6923970511.39839","7212196577.5592","7614419340.02844","8551164468.84294","9659168638.94442","8906655810.83855","8989529970.52679","11215344812.152","11666395059.1406","9650926141.69335","9402427088.85485","13089296495.3608","14466835209.7539","16038366972.4451",
"IDA only","IDX","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","18693769.5756","23187825.739","24602167.372","87637469.8589","325263052.946239","408198856.0622","678538551.2327","1400299559.559","1949300944.96745","2446135692.73275","2320291246.40076","2683586718.37096","3004777898.74259","2639187366.33633","2556488775.69056","2668849897.36907","3317364934.57522","3443443933.26129","3706398271.24898","4950734025.94335","4459362126.70462","5278333400.80334","5110909692.73977","5585911327.42725","5903808830.67805","5961858497.43691","6352197349.94192","7064035834.13636","7789177774.35934","8420786722.86349","9123248457.63941","11425137358.4375","13875053886.3069","16435545269.5181","19110195834.0682","22666920435.3738","27354937610.746","34920296149.8248","34997781597.7007","40468526904.4635","46741588896.9614","53652406753.6856","57626438681.7062","61502561175.7443","64627511637.3068","61793989767.2081","66476136181.1638","74132236431.818","78898691678.8179","83322118186.6952","85401039426.8234","92662145957.4326","100012553814.195","110178416521.782",
"Isle of Man","IMN","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","429883697.5","642343811","934415893.6","1164776733","1437018555","2756975586","2301415527","2617671387","2660081543","2294750488","2469209229","2239903076","2665414307","2315296143","2613844482","2383739990","3289109375","2897425537","3522788086","5856694336","6222996281.50479","8765693606.59436","10330965043.3772","9479300349.99233","11124280843.1816","12883465957.0616","14273018777.5311","15735736285.9137","20999150983.0332","18750377106.6241","22125089480.4982","28333642279.8541","37216755275.2502","49977276916.3209","49203912008.5506","53479960083.2432","62499075444.7366","68820517837.6535","69970360846.7858","70388642796.547","68909693352.835","62744364089.9511","68967175499.8665","78790170928.6742","83332078002.3031","83149172934.1042","89375152217.5657","111221774722.087","119526055008.101","137674533895.686",
"Not classified","INX","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","285673553.5","277613403.3","322315094","297324707","323624603.3","346958831.8","362407043.5","314160644.5","273664886.5","295185028.1","251908645.6","243999328.6","316105773.9","337132690.4","413908020","512338250.410882","539348053.730354","589415066.856383","633377746.865837","573235693.798633","658009928.860026","756001122.977538","694996338.535976","722434618.498929","725770039.273495","603613504.799721","575484813.6944","596677078.47217","623629069.001831","586686133.468607","276051017.703846","179854619.624819","531789593.10065","570929940.536472","656414520.544746",
